Tiempo,Carga,Extensión de tracción
s,N,mm
194.858,170.8477,160.91624
194.958,168.68399,160.99963
195.05802,166.6815,161.08305
195.158,164.8864,161.16624
195.25802,163.16805,161.24986
195.358,161.56448,161.33305
195.458,160.06794,161.41635
195.55802,158.62664,161.49974
195.658,157.18602,161.58305
195.75802,155.84392,161.66637
195.858,154.6193,161.74965
195.958,153.31286,161.83305
196.05802,152.08574,161.91635
196.158,150.85697,161.99966
196.25802,149.61254,162.08295
196.358,148.29197,162.16623
196.458,147.03324,162.24985
196.55802,145.68217,162.33304
196.658,144.40143,162.41646
196.75802,143.04646,162.49965
196.85802,141.71192,162.58304
196.958,140.34837,162.66635
197.05802,138.91515,162.74965
197.158,137.53363,162.83295
197.25802,136.20018,162.91626
197.35802,134.7927,162.99963
197.458,133.4569,163.08284
197.55802,132.01504,163.16634
197.658,130.64622,163.24965
197.75802,129.23225,163.33305
197.85802,127.84244,163.41624
197.958,126.47352,163.49976
198.05802,125.07342,163.58305
198.158,123.73609,163.66624
198.25802,122.38807,163.74965
198.35802,121.00154,163.83305
198.458,119.58127,163.91624
198.55802,118.18171,163.99966
198.658,116.83458,164.08295
198.75802,115.43081,164.16635
198.85802,114.00424,164.24965
198.958,112.62432,164.33304
199.05802,111.15028,164.41624
199.158,109.68018,164.49965
199.25802,108.27753,164.58304
199.35802,106.81134,164.66634
199.458,105.34813,164.74954
199.55802,103.88452,164.83304
199.658,102.34684,164.91626
199.75802,100.84217,164.99965
199.85802,99.31413,165.08305
199.958,97.85961,165.16624
200.05802,96.35635,165.24965
200.158,94.86655,165.33305
200.25802,93.37275,165.41635
200.35802,91.83276,165.49945
200.458,90.05999,165.58286
200.55802,88.30305,165.66644
200.658,86.53674,165.74965
200.75802,84.7088,165.83293
200.85802,82.85111,165.91634
200.958,80.91109,165.99985
201.05802,78.86839,166.08305
201.158,76.79691,166.16624
201.25802,74.59125,166.24985
201.35802,72.35471,166.33295
201.458,69.92824,166.41624
201.55802,67.30426,166.49965
201.658,64.19941,166.58286
201.75802,60.06723,166.66624
201.85802,36.6592,166.74976
201.86002,34.22169,166.75134
